*********************************************************************************************
Basic information of the design:
221 text_in[65] INPUT 316350 501130
222 text_in[66] INPUT 499630 340060
223 text_in[67] INPUT 499630 327180
224 text_in[68] INPUT 499630 332780
225 text_in[69] INPUT 499630 259420
226 text_in[6] INPUT 70 276780
227 text_in[70] INPUT 499630 260540
228 text_in[71] INPUT 499630 272860
229 text_in[72] INPUT 297350 501130
230 text_in[73] INPUT 234270 501130
231 text_in[74] INPUT 304190 501130
232 text_in[75] INPUT 499630 271180
233 text_in[76] INPUT 259350 501130
234 text_in[77] INPUT 234270 70
235 text_in[78] INPUT 70 266140
236 text_in[79] INPUT 499630 263340
237 text_in[7] INPUT 70 272860
238 text_in[80] INPUT 499630 319340
239 text_in[81] INPUT 499630 305900
240 text_in[82] INPUT 499630 334460
241 text_in[83] INPUT 499630 234780
242 text_in[84] INPUT 499630 298060
243 text_in[85] INPUT 499630 257180
244 text_in[86] INPUT 499630 266140
245 text_in[87] INPUT 499630 313740
246 text_in[88] INPUT 499630 295820
247 text_in[89] INPUT 499630 301420
248 text_in[8] INPUT 70 262780
249 text_in[90] INPUT 320150 501130
250 text_in[91] INPUT 499630 291340
251 text_in[92] INPUT 499630 284620
252 text_in[93] INPUT 499630 248780
253 text_in[94] INPUT 499630 251020
254 text_in[95] INPUT 499630 272300
255 text_in[96] INPUT 285950 501130
256 text_in[97] INPUT 302670 501130
257 text_in[98] INPUT 281390 501130
258 text_in[99] INPUT 290510 501130
259 text_in[9] INPUT 70 253260
260 text_out[0] OUTPUT 70 270060
261 text_out[100] OUTPUT 285190 501130
262 text_out[101] OUTPUT 499630 286860
263 text_out[102] OUTPUT 499630 271740
264 text_out[103] OUTPUT 298870 501130
265 text_out[104] OUTPUT 264670 70
266 text_out[105] OUTPUT 269230 501130
267 text_out[106] OUTPUT 499630 239260
268 text_out[107] OUTPUT 263910 70
269 text_out[108] OUTPUT 275310 70
270 text_out[109] OUTPUT 250990 70
271 text_out[10] OUTPUT 70 251580
272 text_out[110] OUTPUT 263150 70
273 text_out[111] OUTPUT 261630 70
274 text_out[112] OUTPUT 235790 70
275 text_out[113] OUTPUT 247950 70
276 text_out[114] OUTPUT 273030 70
277 text_out[115] OUTPUT 256310 70
278 text_out[116] OUTPUT 241870 70
279 text_out[117] OUTPUT 233510 70
280 text_out[118] OUTPUT 238830 70
281 text_out[119] OUTPUT 254790 70
282 text_out[11] OUTPUT 70 223580
283 text_out[120] OUTPUT 300390 70
284 text_out[121] OUTPUT 311790 70
285 text_out[122] OUTPUT 281390 70
286 text_out[123] OUTPUT 311030 70
287 text_out[124] OUTPUT 295070 70
288 text_out[125] OUTPUT 288990 70
289 text_out[126] OUTPUT 499630 158620
290 text_out[127] OUTPUT 499630 153580
291 text_out[12] OUTPUT 70 245420
292 text_out[13] OUTPUT 70 243740
293 text_out[14] OUTPUT 70 243180
294 text_out[15] OUTPUT 70 245980
295 text_out[16] OUTPUT 70 179340
296 text_out[17] OUTPUT 70 173740
297 text_out[18] OUTPUT 70 186620
298 text_out[19] OUTPUT 70 180460
299 text_out[1] OUTPUT 70 276220
300 text_out[20] OUTPUT 70 169260
301 text_out[21] OUTPUT 70 174300
302 text_out[22] OUTPUT 70 187180
303 text_out[23] OUTPUT 70 173180
304 text_out[24] OUTPUT 70 291340
305 text_out[25] OUTPUT 70 284060
306 text_out[26] OUTPUT 70 313740
307 text_out[27] OUTPUT 70 285180
308 text_out[28] OUTPUT 70 323820
309 text_out[29] OUTPUT 70 278460
310 text_out[2] OUTPUT 70 284620
311 text_out[30] OUTPUT 70 286860
312 text_out[31] OUTPUT 70 285740
313 text_out[32] OUTPUT 499630 268380
314 text_out[33] OUTPUT 499630 226380
315 text_out[34] OUTPUT 288990 501130
316 text_out[35] OUTPUT 499630 230300
317 text_out[36] OUTPUT 499630 293020
318 text_out[37] OUTPUT 499630 235340
319 text_out[38] OUTPUT 499630 244860
320 text_out[39] OUTPUT 499630 233660
321 text_out[3] OUTPUT 70 271740
322 text_out[40] OUTPUT 265430 70
323 text_out[41] OUTPUT 277590 70
324 text_out[42] OUTPUT 499630 194460
325 text_out[43] OUTPUT 499630 184380
326 text_out[44] OUTPUT 499630 179340
327 text_out[45] OUTPUT 499630 167580
328 text_out[46] OUTPUT 274550 70
329 text_out[47] OUTPUT 245670 70
330 text_out[48] OUTPUT 252510 70
331 text_out[49] OUTPUT 246430 70
332 text_out[4] OUTPUT 216030 501130
333 text_out[50] OUTPUT 499630 223020
334 text_out[51] OUTPUT 499630 193900
335 text_out[52] OUTPUT 269230 70
336 text_out[53] OUTPUT 231990 70
337 text_out[54] OUTPUT 216030 70
338 text_out[55] OUTPUT 499630 204540
339 text_out[56] OUTPUT 499630 183820
340 text_out[57] OUTPUT 499630 208460
341 text_out[58] OUTPUT 499630 195020
342 text_out[59] OUTPUT 499630 177660
343 text_out[5] OUTPUT 70 343420
344 text_out[60] OUTPUT 499630 174300
345 text_out[61] OUTPUT 499630 172060
346 text_out[62] OUTPUT 499630 167020
347 text_out[63] OUTPUT 499630 173740
348 text_out[64] OUTPUT 499630 317100
349 text_out[65] OUTPUT 323190 501130
350 text_out[66] OUTPUT 327750 501130
351 text_out[67] OUTPUT 499630 342300
352 text_out[68] OUTPUT 499630 335020
353 text_out[69] OUTPUT 499630 262780
354 text_out[6] OUTPUT 218310 501130
355 text_out[70] OUTPUT 499630 269500
356 text_out[71] OUTPUT 499630 273420
357 text_out[72] OUTPUT 254030 501130
358 text_out[73] OUTPUT 246430 501130
359 text_out[74] OUTPUT 265430 501130
360 text_out[75] OUTPUT 247950 501130
361 text_out[76] OUTPUT 261630 501130
362 text_out[77] OUTPUT 232750 501130
363 text_out[78] OUTPUT 228190 70
364 text_out[79] OUTPUT 239590 501130
365 text_out[7] OUTPUT 70 281820
366 text_out[80] OUTPUT 499630 320460
367 text_out[81] OUTPUT 499630 307020
368 text_out[82] OUTPUT 499630 328300
369 text_out[83] OUTPUT 499630 242060
370 text_out[84] OUTPUT 499630 294700
371 text_out[85] OUTPUT 499630 256060
372 text_out[86] OUTPUT 499630 265580
373 text_out[87] OUTPUT 499630 319900
374 text_out[88] OUTPUT 499630 290780
375 text_out[89] OUTPUT 499630 285740
376 text_out[8] OUTPUT 70 251020
377 text_out[90] OUTPUT 499630 301980
378 text_out[91] OUTPUT 499630 286300
379 text_out[92] OUTPUT 499630 279580
380 text_out[93] OUTPUT 499630 245980
381 text_out[94] OUTPUT 499630 242620
382 text_out[95] OUTPUT 499630 276780
383 text_out[96] OUTPUT 293550 501130
384 text_out[97] OUTPUT 315590 501130
385 text_out[98] OUTPUT 280630 501130
386 text_out[99] OUTPUT 286710 501130
387 text_out[9] OUTPUT 70 235900
*********************************************************************************************
Instance information (Each line represents one instance: vertex_id, instance_name, cell_name, isMacro, isSeq, isFixed, x_center, y_center, width, height):
388 _15332_ BUF_X32 False False False -1 -1 18620 2800 
389 _15333_ INV_X8 False False False -1 -1 3420 2800 
390 _15334_ BUF_X4 False False False -1 -1 2660 2800 
391 _15335_ NOR2_X1 False False False -1 -1 1140 2800 
392 _15336_ BUF_X8 False False False -1 -1 4940 2800 
393 _15337_ BUF_X2 False False False -1 -1 1520 2800 
394 _15338_ BUF_X2 False False False -1 -1 1520 2800 
395 _15339_ XNOR2_X1 False False False -1 -1 2280 2800 
396 _15340_ AND2_X1 False False False -1 -1 1520 2800 
397 _15341_ BUF_X32 False False False -1 -1 18620 2800 
398 _15342_ BUF_X32 False False False -1 -1 18620 2800 
399 _15343_ NOR2_X1 False False False -1 -1 1140 2800 
400 _15344_ BUF_X1 False False False -1 -1 1140 2800 
401 _15345_ BUF_X2 False False False -1 -1 1520 2800 
402 _15346_ XNOR2_X1 False False False -1 -1 2280 2800 
403 _15347_ XNOR2_X1 False False False -1 -1 2280 2800 
404 _15348_ MUX2_X1 False False False -1 -1 2660 2800 
405 _15349_ OR2_X2 False False False -1 -1 1900 2800 
406 _15350_ INV_X1 False False False -1 -1 760 2800 
407 _15351_ BUF_X4 False False False -1 -1 2660 2800 
408 _15352_ BUF_X4 False False False -1 -1 2660 2800 
409 _15353_ BUF_X4 False False False -1 -1 2660 2800 
410 _15354_ BUF_X2 False False False -1 -1 1520 2800 
411 _15355_ BUF_X2 False False False -1 -1 1520 2800 
412 _15356_ BUF_X4 False False False -1 -1 2660 2800 
413 _15357_ NOR2_X1 False False False -1 -1 1140 2800 
414 _15358_ BUF_X2 False False False -1 -1 1520 2800 
415 _15359_ BUF_X2 False False False -1 -1 1520 2800 
416 _15360_ XNOR2_X1 False False False -1 -1 2280 2800 
417 _15361_ AND2_X1 False False False -1 -1 1520 2800 
418 _15362_ BUF_X8 False False False -1 -1 4940 2800 
419 _15363_ NOR2_X1 False False False -1 -1 1140 2800 
420 _15364_ BUF_X1 False False False -1 -1 1140 2800 
421 _15365_ BUF_X1 False False False -1 -1 1140 2800 
422 _15366_ XNOR2_X1 False False False -1 -1 2280 2800 
423 _15367_ XNOR2_X1 False False False -1 -1 2280 2800 
424 _15368_ MUX2_X1 False False False -1 -1 2660 2800 
425 _15369_ NOR2_X4 False False False -1 -1 3420 2800 
426 _15370_ INV_X2 False False False -1 -1 1140 2800 
427 _15371_ BUF_X4 False False False -1 -1 2660 2800 
428 _15372_ NOR2_X2 False False False -1 -1 1900 2800 
429 _15373_ BUF_X2 False False False -1 -1 1520 2800 
430 _15374_ BUF_X2 False False False -1 -1 1520 2800 
431 _15375_ XNOR2_X1 False False False -1 -1 2280 2800 
432 _15376_ AND2_X1 False False False -1 -1 1520 2800 
433 _15377_ NOR2_X1 False False False -1 -1 1140 2800 
434 _15378_ BUF_X1 False False False -1 -1 1140 2800 
435 _15379_ BUF_X1 False False False -1 -1 1140 2800 
436 _15380_ XNOR2_X1 False False False -1 -1 2280 2800 
437 _15381_ XNOR2_X1 False False False -1 -1 2280 2800 
438 _15382_ MUX2_X1 False False False -1 -1 2660 2800 
439 _15383_ NOR2_X4 False False False -1 -1 3420 2800 
440 _15384_ INV_X2 False False False -1 -1 1140 2800 
441 _15385_ BUF_X4 False False False -1 -1 2660 2800 
442 _15386_ BUF_X2 False False False -1 -1 1520 2800 
443 _15387_ BUF_X1 False False False -1 -1 1140 2800 
444 _15388_ BUF_X1 False False False -1 -1 1140 2800 
445 _15389_ BUF_X1 False False False -1 -1 1140 2800 
446 _15390_ XOR2_X1 False False False -1 -1 2280 2800 
447 _15391_ BUF_X1 False False False -1 -1 1140 2800 
448 _15392_ XNOR2_X1 False False False -1 -1 2280 2800 
449 _15393_ XNOR2_X1 False False False -1 -1 2280 2800 
450 _15394_ XNOR2_X1 False False False -1 -1 2280 2800 
451 _15395_ NAND2_X1 False False False -1 -1 1140 2800 
452 _15396_ OAI21_X1 False False False -1 -1 1520 2800 
453 _15397_ INV_X1 False False False -1 -1 760 2800 
454 _15398_ BUF_X1 False False False -1 -1 1140 2800 
455 _15399_ BUF_X2 False False False -1 -1 1520 2800 
456 _15400_ AND2_X1 False False False -1 -1 1520 2800 
457 _15401_ BUF_X1 False False False -1 -1 1140 2800 
458 _15402_ BUF_X1 False False False -1 -1 1140 2800 
459 _15403_ XNOR2_X1 False False False -1 -1 2280 2800 
460 _15404_ BUF_X1 False False False -1 -1 1140 2800 
461 _15405_ BUF_X1 False False False -1 -1 1140 2800 
462 _15406_ XNOR2_X1 False False False -1 -1 2280 2800 
463 _15407_ XNOR2_X1 False False False -1 -1 2280 2800 
464 _15408_ XNOR2_X1 False False False -1 -1 2280 2800 
465 _15409_ AOI21_X2 False False False -1 -1 2660 2800 
466 _15410_ INV_X1 False False False -1 -1 760 2800 
467 _15411_ BUF_X2 False False False -1 -1 1520 2800 
468 _15412_ BUF_X2 False False False -1 -1 1520 2800 
469 _15413_ BUF_X1 False False False -1 -1 1140 2800 
470 _15414_ BUF_X2 False False False -1 -1 1520 2800 
471 _15415_ NAND2_X1 False False False -1 -1 1140 2800 
472 _15416_ BUF_X2 False False False -1 -1 1520 2800 
473 _15417_ BUF_X4 False False False -1 -1 2660 2800 
474 _15418_ BUF_X4 False False False -1 -1 2660 2800 
475 _15419_ XOR2_X1 False False False -1 -1 2280 2800 
476 _15420_ BUF_X2 False False False -1 -1 1520 2800 
477 _15421_ BUF_X1 False False False -1 -1 1140 2800 
478 _15422_ NOR2_X1 False False False -1 -1 1140 2800 
479 _15423_ NAND4_X1 False False False -1 -1 1900 2800 
480 _15424_ INV_X1 False False False -1 -1 760 2800 
481 _15425_ NOR2_X1 False False False -1 -1 1140 2800 
482 _15426_ NAND4_X1 False False False -1 -1 1900 2800 
483 _15427_ INV_X1 False False False -1 -1 760 2800 
484 _15428_ NAND4_X1 False False False -1 -1 1900 2800 
485 _15429_ INV_X1 False False False -1 -1 760 2800 
486 _15430_ XNOR2_X2 False False False -1 -1 3800 2800 
487 _15431_ NAND2_X1 False False False -1 -1 1140 2800 
488 _15432_ OR4_X4 False False False -1 -1 4940 2800 
489 _15433_ AND4_X2 False False False -1 -1 2660 2800 
490 _15434_ AND2_X1 False False False -1 -1 1520 2800 
491 _15435_ NOR4_X1 False False False -1 -1 1900 2800 
492 _15436_ OAI21_X1 False False False -1 -1 1520 2800 
493 _15437_ NOR4_X1 False False False -1 -1 1900 2800 
494 _15438_ NOR3_X1 False False False -1 -1 1520 2800 
495 _15439_ OAI21_X1 False False False -1 -1 1520 2800 
496 _15440_ AND4_X4 False False False -1 -1 4940 2800 
497 _15441_ BUF_X8 False False False -1 -1 4940 2800 
498 _15442_ INV_X8 False False False -1 -1 3420 2800 
499 _15443_ BUF_X4 False False False -1 -1 2660 2800 
500 _15444_ BUF_X2 False False False -1 -1 1520 2800 
501 _15445_ BUF_X2 False False False -1 -1 1520 2800 
502 _15446_ NOR2_X2 False False False -1 -1 1900 2800 
503 _15447_ BUF_X2 False False False -1 -1 1520 2800 
504 _15448_ BUF_X2 False False False -1 -1 1520 2800 
505 _15449_ XNOR2_X1 False False False -1 -1 2280 2800 
506 _15450_ AND2_X1 False False False -1 -1 1520 2800 
507 _15451_ NOR2_X1 False False False -1 -1 1140 2800 
508 _15452_ BUF_X1 False False False -1 -1 1140 2800 
509 _15453_ BUF_X2 False False False -1 -1 1520 2800 
510 _15454_ XNOR2_X1 False False False -1 -1 2280 2800 
511 _15455_ XNOR2_X1 False False False -1 -1 2280 2800 
512 _15456_ MUX2_X1 False False False -1 -1 2660 2800 
513 _15457_ NOR2_X4 False False False -1 -1 3420 2800 
514 _15458_ INV_X4 False False False -1 -1 1900 2800 
515 _15459_ BUF_X8 False False False -1 -1 4940 2800 
516 _15460_ BUF_X16 False False False -1 -1 9500 2800 
517 _15461_ NOR2_X2 False False False -1 -1 1900 2800 
518 _15462_ BUF_X32 False False False -1 -1 18620 2800 
519 _15463_ BUF_X1 False False False -1 -1 1140 2800 
520 _15464_ BUF_X1 False False False -1 -1 1140 2800 
521 _15465_ XOR2_X1 False False False -1 -1 2280 2800 
522 _15466_ NOR2_X1 False False False -1 -1 1140 2800 
523 _15467_ XNOR2_X1 False False False -1 -1 2280 2800 
524 _15468_ NOR2_X4 False False False -1 -1 3420 2800 
525 _15469_ BUF_X1 False False False -1 -1 1140 2800 
526 _15470_ BUF_X1 False False False -1 -1 1140 2800 
527 _15471_ XNOR2_X1 False False False -1 -1 2280 2800 
528 _15472_ XNOR2_X1 False False False -1 -1 2280 2800 
529 _15473_ MUX2_X2 False False False -1 -1 3420 2800 
530 _15474_ NOR2_X4 False False False -1 -1 3420 2800 
531 _15475_ INV_X8 False False False -1 -1 3420 2800 
532 _15476_ BUF_X16 False False False -1 -1 9500 2800 
533 _15477_ NAND2_X1 False False False -1 -1 1140 2800 
534 _15478_ BUF_X1 False False False -1 -1 1140 2800 
535 _15479_ BUF_X4 False False False -1 -1 2660 2800 
536 _15480_ BUF_X4 False False False -1 -1 2660 2800 
537 _15481_ XOR2_X1 False False False -1 -1 2280 2800 
538 _15482_ BUF_X1 False False False -1 -1 1140 2800 
539 _15483_ BUF_X1 False False False -1 -1 1140 2800 
540 _15484_ NOR2_X1 False False False -1 -1 1140 2800 
541 _15485_ NAND4_X1 False False False -1 -1 1900 2800 
542 _15486_ INV_X1 False False False -1 -1 760 2800 
543 _15487_ NOR2_X1 False False False -1 -1 1140 2800 
544 _15488_ NAND4_X1 False False False -1 -1 1900 2800 
545 _15489_ INV_X1 False False False -1 -1 760 2800 
546 _15490_ NAND4_X1 False False False -1 -1 1900 2800 
547 _15491_ INV_X1 False False False -1 -1 760 2800 
548 _15492_ XNOR2_X2 False False False -1 -1 3800 2800 
549 _15493_ NAND2_X1 False False False -1 -1 1140 2800 
550 _15494_ OR4_X2 False False False -1 -1 2660 2800 
551 _15495_ AND4_X1 False False False -1 -1 2280 2800 
552 _15496_ AND2_X1 False False False -1 -1 1520 2800 
553 _15497_ NOR4_X1 False False False -1 -1 1900 2800 
554 _15498_ OAI21_X1 False False False -1 -1 1520 2800 
555 _15499_ NOR4_X1 False False False -1 -1 1900 2800 
556 _15500_ NOR3_X1 False False False -1 -1 1520 2800 
557 _15501_ OAI21_X1 False False False -1 -1 1520 2800 
558 _15502_ AND4_X2 False False False -1 -1 2660 2800 
559 _15503_ BUF_X4 False False False -1 -1 2660 2800 
560 _15504_ INV_X4 False False False -1 -1 1900 2800 
561 _15505_ BUF_X8 False False False -1 -1 4940 2800 
562 _15506_ BUF_X8 False False False -1 -1 4940 2800 
563 _15507_ BUF_X4 False False False -1 -1 2660 2800 
564 _15508_ BUF_X4 False False False -1 -1 2660 2800 
565 _15509_ OR2_X1 False False False -1 -1 1520 2800 
566 _15510_ BUF_X1 False False False -1 -1 1140 2800 
567 _15511_ BUF_X2 False False False -1 -1 1520 2800 
568 _15512_ BUF_X2 False False False -1 -1 1520 2800 
569 _15513_ XNOR2_X1 False False False -1 -1 2280 2800 
570 _15514_ NAND2_X1 False False False -1 -1 1140 2800 
571 _15515_ XOR2_X1 False False False -1 -1 2280 2800 
572 _15516_ NAND2_X1 False False False -1 -1 1140 2800 
573 _15517_ BUF_X1 False False False -1 -1 1140 2800 
574 _15518_ BUF_X2 False False False -1 -1 1520 2800 
575 _15519_ XNOR2_X1 False False False -1 -1 2280 2800 
576 _15520_ XNOR2_X1 False False False -1 -1 2280 2800 
577 _15521_ MUX2_X1 False False False -1 -1 2660 2800 
578 _15522_ BUF_X4 False False False -1 -1 2660 2800 
579 _15523_ NAND2_X2 False False False -1 -1 1900 2800 
580 _15524_ INV_X2 False False False -1 -1 1140 2800 
581 _15525_ BUF_X2 False False False -1 -1 1520 2800 
582 _15526_ BUF_X2 False False False -1 -1 1520 2800 
583 _15527_ BUF_X2 False False False -1 -1 1520 2800 
584 _15528_ AND2_X1 False False False -1 -1 1520 2800 
585 _15529_ BUF_X1 False False False -1 -1 1140 2800 
586 _15530_ BUF_X1 False False False -1 -1 1140 2800 
587 _15531_ XNOR2_X1 False False False -1 -1 2280 2800 
588 _15532_ BUF_X1 False False False -1 -1 1140 2800 
589 _15533_ BUF_X1 False False False -1 -1 1140 2800 
590 _15534_ XNOR2_X1 False False False -1 -1 2280 2800 
591 _15535_ XNOR2_X1 False False False -1 -1 2280 2800 
592 _15536_ XNOR2_X1 False False False -1 -1 2280 2800 
593 _15537_ AOI21_X2 False False False -1 -1 2660 2800 
594 _15538_ INV_X1 False False False -1 -1 760 2800 
595 _15539_ BUF_X2 False False False -1 -1 1520 2800 
596 _15540_ BUF_X2 False False False -1 -1 1520 2800 
597 _15541_ BUF_X2 False False False -1 -1 1520 2800 
598 _15542_ INV_X1 False False False -1 -1 760 2800 
599 _15543_ BUF_X1 False False False -1 -1 1140 2800 
600 _15544_ BUF_X1 False False False -1 -1 1140 2800 
601 _15545_ BUF_X1 False False False -1 -1 1140 2800 
